,P,Exp P,Log P,Log Exp P
9798,0.9365978968735702,0.9387,0.028,0.027
4889,0.9388462779802448,0.9405,0.027,0.027
7065,0.9391024373743512,0.9409,0.027,0.026
4419,0.9408131162348106,0.943,0.026,0.025
1339,0.9431338589856716,0.9452,0.025,0.024
3065,0.9451737942610714,0.9468,0.024,0.024
6748,0.9458600924551234,0.9474,0.024,0.023
9916,0.9473523474365824,0.949,0.023,0.023
4424,0.947995716462558,0.9496,0.023,0.022
3968,0.9496193483767104,0.9514,0.022,0.022
2459,0.9497805525375992,0.9517,0.022,0.021
3925,0.9514077178883272,0.9539,0.022,0.02
5142,0.951704121877356,0.9542,0.021,0.02
8821,0.953506274996426,0.9561,0.021,0.019
3341,0.953910770876214,0.9563,0.02,0.019
4078,0.9561175473031052,0.9581,0.019,0.019
3278,0.956403849767512,0.9583,0.019,0.018
7895,0.958325139975975,0.9597,0.018,0.018
6275,0.9592068707598598,0.9606,0.018,0.017
1093,0.9606790939648008,0.9621,0.017,0.017
8978,0.9614493170490864,0.9628,0.017,0.016
3695,0.9628300270929308,0.9639,0.016,0.016
7924,0.9638773815687552,0.965,0.016,0.015
5710,0.9649609153600018,0.966,0.015,0.015
1969,0.96684070552217,0.9672,0.015,0.014
4669,0.967195585461608,0.9676,0.014,0.014
5219,0.9687019134216844,0.9694,0.014,0.013
3553,0.969411658209548,0.9701,0.013,0.013
1631,0.971287791891859,0.9717,0.013,0.012
857,0.9717090516871196,0.9723,0.012,0.012
2395,0.9732061759742388,0.9739,0.012,0.011
6513,0.974050342076606,0.9743,0.011,0.011
1541,0.9753334518170588,0.9762,0.011,0.01
9640,0.976229515817552,0.9768,0.01,0.01
9575,0.9783717232705178,0.9784,0.009,0.009
7435,0.9806843490747228,0.9807,0.008,0.008
2562,0.9829549862676386,0.9829,0.007,0.007
6583,0.984627552359734,0.9852,0.007,0.006
4395,0.9851514968827396,0.9855,0.006,0.006
8446,0.9868270897906356,0.9875,0.006,0.005
1846,0.9875422073908542,0.9881,0.005,0.005
2600,0.9896512327711116,0.9897,0.005,0.004
9148,0.98969961248814,0.9898,0.004,0.004
1374,0.9917158781344096,0.992,0.004,0.003
3859,0.9919943152396754,0.9922,0.003,0.003
9509,0.9934842478285846,0.9943,0.003,0.002
3461,0.994266211938118,0.9953,0.002,0.002
2895,0.9952147522700092,0.9966,0.002,0.001
8108,0.9965693562750796,0.9974,0.001,0.001
3351,0.9982697665290337,0.9989,0.001,0.0
6619,0.9991089900851456,0.9993,0.0,0.0
